missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9114,23686,75754,3721,4914,0,0.23819388576025743,0.04941673370876911,112275,0.8856824760632376
